Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID0791,Dan,14-01-2021,13:35:02,Admin Support,Y,Y,109,0:00:38,4
ID0792,Martha,14-01-2021,13:35:02,Technical Support,N,N,,,
ID0793,Martha,14-01-2021,14:09:36,Admin Support,Y,Y,32,0:04:12,2
ID0794,Dan,14-01-2021,14:09:36,Contract related,Y,Y,68,0:05:15,3
ID0795,Joe,14-01-2021,14:38:24,Technical Support,Y,Y,10,0:06:57,4
ID0796,Jim,14-01-2021,14:38:24,Payment related,Y,Y,76,0:04:47,5
ID0797,Dan,14-01-2021,14:57:07,Payment related,Y,Y,124,0:06:33,3
ID0798,Becky,14-01-2021,14:57:07,Technical Support,Y,Y,28,0:04:12,3
ID0799,Becky,14-01-2021,15:20:10,Streaming,Y,Y,107,0:01:39,4
ID0800,Martha,14-01-2021,15:20:10,Admin Support,N,N,,,
ID0801,Diane,14-01-2021,15:51:50,Streaming,N,N,,,
ID0802,Martha,14-01-2021,15:51:50,Admin Support,N,N,,,
ID0803,Stewart,14-01-2021,15:54:43,Streaming,N,N,,,
ID0804,Joe,14-01-2021,15:54:43,Technical Support,N,N,,,
ID0805,Diane,14-01-2021,16:27:50,Contract related,Y,Y,21,0:01:40,4
ID0806,Dan,14-01-2021,16:27:50,Streaming,Y,Y,66,0:05:43,2
ID0807,Becky,14-01-2021,16:39:22,Technical Support,N,N,,,
ID0808,Greg,14-01-2021,16:39:22,Streaming,Y,Y,19,0:06:32,3
ID0809,Greg,14-01-2021,17:19:41,Contract related,Y,Y,100,0:05:59,4
ID0810,Jim,14-01-2021,17:19:41,Technical Support,Y,Y,108,0:06:24,4
ID0811,Stewart,14-01-2021,17:22:34,Technical Support,Y,Y,123,0:04:35,1
ID0812,Greg,14-01-2021,17:22:34,Contract related,N,N,,,
ID0813,Dan,14-01-2021,17:32:38,Contract related,Y,Y,76,0:02:07,2
ID0814,Joe,14-01-2021,17:32:38,Contract related,Y,Y,78,0:01:33,2
ID0815,Becky,14-01-2021,17:32:38,Streaming,Y,Y,17,0:02:33,1
ID0816,Diane,14-01-2021,17:32:38,Streaming,Y,Y,60,0:04:13,4
ID0817,Jim,15-01-2021,9:40:19,Contract related,Y,Y,76,0:01:47,3
ID0818,Greg,15-01-2021,9:40:19,Contract related,Y,Y,80,0:04:02,4
ID0819,Greg,15-01-2021,9:40:19,Admin Support,Y,N,20,0:05:37,4
ID0820,Becky,15-01-2021,9:40:19,Admin Support,Y,Y,82,0:06:22,3
ID0821,Stewart,15-01-2021,9:50:24,Technical Support,Y,Y,33,0:05:52,3
ID0822,Stewart,15-01-2021,9:50:24,Admin Support,Y,Y,93,0:01:56,3
ID0823,Diane,15-01-2021,10:56:38,Streaming,Y,Y,29,0:03:00,4
ID0824,Martha,15-01-2021,10:56:38,Admin Support,Y,Y,83,0:06:53,4
ID0825,Stewart,15-01-2021,11:31:12,Payment related,Y,Y,113,0:02:01,4
ID0826,Stewart,15-01-2021,11:31:12,Admin Support,Y,Y,21,0:03:26,4
ID0827,Becky,15-01-2021,11:38:24,Admin Support,Y,N,82,0:02:40,4
ID0828,Diane,15-01-2021,11:38:24,Streaming,Y,Y,91,0:03:47,3
ID0829,Dan,15-01-2021,11:45:36,Technical Support,Y,Y,111,0:00:40,4
ID0830,Martha,15-01-2021,11:45:36,Admin Support,Y,Y,70,0:05:13,4
ID0831,Dan,15-01-2021,13:46:34,Technical Support,N,N,,,
ID0832,Joe,15-01-2021,13:46:34,Streaming,Y,Y,58,0:04:19,4
ID0833,Jim,15-01-2021,13:53:46,Streaming,Y,Y,10,0:05:27,4
ID0834,Becky,15-01-2021,13:53:46,Payment related,Y,Y,77,0:03:00,1
ID0835,Diane,15-01-2021,14:08:10,Streaming,Y,Y,92,0:03:59,4
ID0836,Jim,15-01-2021,14:08:10,Admin Support,Y,Y,59,0:02:09,1
ID0837,Diane,15-01-2021,14:13:55,Admin Support,Y,Y,42,0:04:19,2
ID0838,Greg,15-01-2021,14:13:55,Payment related,Y,Y,110,0:04:32,3
ID0839,Jim,15-01-2021,15:01:26,Contract related,Y,Y,21,0:01:32,5
ID0840,Diane,15-01-2021,15:01:26,Payment related,N,N,,,
ID0841,Diane,15-01-2021,15:21:36,Technical Support,Y,N,60,0:03:28,4
ID0842,Greg,15-01-2021,15:21:36,Payment related,Y,Y,93,0:02:25,2
ID0843,Greg,15-01-2021,15:30:14,Contract related,N,N,,,
ID0844,Diane,15-01-2021,15:30:14,Streaming,Y,Y,79,0:06:12,3
ID0845,Diane,15-01-2021,15:46:05,Technical Support,Y,Y,21,0:05:57,5
ID0846,Stewart,15-01-2021,15:46:05,Contract related,Y,Y,102,0:02:46,5
ID0847,Joe,15-01-2021,16:06:14,Payment related,Y,N,10,0:01:18,5
ID0848,Stewart,15-01-2021,16:06:14,Technical Support,Y,Y,117,0:00:41,4
ID0849,Becky,15-01-2021,16:37:55,Contract related,Y,Y,45,0:06:53,3
ID0850,Greg,15-01-2021,16:37:55,Admin Support,Y,N,50,0:01:01,3
ID0851,Becky,15-01-2021,16:40:48,Admin Support,Y,Y,42,0:02:48,3
ID0852,Jim,15-01-2021,16:40:48,Contract related,Y,Y,86,0:06:03,3
ID0853,Jim,15-01-2021,16:43:41,Contract related,Y,Y,92,0:04:43,5
ID0854,Diane,15-01-2021,16:43:41,Streaming,Y,Y,54,0:05:39,5
ID0855,Dan,15-01-2021,17:21:07,Streaming,Y,Y,76,0:06:35,3
ID0856,Greg,15-01-2021,17:21:07,Admin Support,Y,Y,49,0:01:59,5
ID0857,Joe,15-01-2021,17:38:24,Contract related,Y,Y,13,0:04:50,3
ID0858,Becky,15-01-2021,17:38:24,Payment related,N,N,,,
ID0859,Becky,15-01-2021,17:41:17,Streaming,Y,Y,24,0:05:30,5
ID0860,Becky,15-01-2021,17:41:17,Streaming,Y,Y,71,0:02:39,3
ID0861,Stewart,15-01-2021,18:00:00,Admin Support,Y,Y,42,0:06:13,3
ID0862,Becky,15-01-2021,18:00:00,Streaming,Y,Y,63,0:05:25,1
ID0863,Becky,16-01-2021,9:00:00,Technical Support,Y,N,19,0:00:36,5
ID0864,Dan,16-01-2021,9:00:00,Streaming,Y,Y,107,0:05:11,1
ID0865,Dan,16-01-2021,10:20:38,Technical Support,N,N,,,
ID0866,Martha,16-01-2021,10:20:38,Admin Support,Y,Y,85,0:05:21,4
ID0867,Diane,16-01-2021,10:30:43,Technical Support,Y,Y,15,0:01:09,2
ID0868,Becky,16-01-2021,10:30:43,Technical Support,Y,Y,111,0:06:45,5
ID0869,Diane,16-01-2021,10:52:19,Contract related,Y,Y,23,0:01:01,4
ID0870,Dan,16-01-2021,10:52:19,Payment related,Y,Y,115,0:00:36,3
ID0871,Jim,16-01-2021,11:08:10,Technical Support,Y,Y,83,0:00:52,3
ID0872,Greg,16-01-2021,11:08:10,Admin Support,N,N,,,
ID0873,Becky,16-01-2021,12:14:24,Streaming,N,N,,,
ID0874,Greg,16-01-2021,12:14:24,Technical Support,Y,Y,50,0:06:29,3
ID0875,Becky,16-01-2021,12:28:48,Payment related,Y,Y,19,0:01:23,3
ID0876,Diane,16-01-2021,12:28:48,Contract related,Y,N,107,0:03:36,4
ID0877,Joe,16-01-2021,12:44:38,Admin Support,Y,N,121,0:03:49,3
ID0878,Dan,16-01-2021,12:44:38,Payment related,Y,Y,55,0:05:07,3
ID0879,Becky,16-01-2021,12:56:10,Streaming,Y,Y,92,0:01:19,2
ID0880,Stewart,16-01-2021,12:56:10,Admin Support,Y,N,24,0:05:48,3
ID0881,Martha,16-01-2021,13:03:22,Technical Support,N,N,,,
ID0882,Jim,16-01-2021,13:03:22,Streaming,Y,Y,58,0:02:18,5
ID0883,Dan,16-01-2021,13:35:02,Technical Support,N,N,,,
ID0884,Stewart,16-01-2021,13:35:02,Payment related,N,N,,,
ID0885,Greg,16-01-2021,13:36:29,Streaming,Y,Y,28,0:06:55,4
ID0886,Joe,16-01-2021,13:36:29,Technical Support,Y,Y,30,0:06:49,4
ID0887,Greg,16-01-2021,14:02:24,Admin Support,Y,Y,84,0:02:42,3
ID0888,Jim,16-01-2021,14:02:24,Technical Support,Y,Y,78,0:04:57,2
ID0889,Jim,16-01-2021,14:11:02,Admin Support,Y,Y,122,0:01:05,3
ID0890,Diane,16-01-2021,14:11:02,Contract related,Y,Y,26,0:01:11,1
ID0891,Jim,16-01-2021,14:25:26,Technical Support,Y,Y,95,0:00:57,3
ID0892,Stewart,16-01-2021,14:25:26,Technical Support,Y,Y,45,0:01:48,4
ID0893,Diane,16-01-2021,14:39:50,Technical Support,N,N,,,
ID0894,Diane,16-01-2021,14:39:50,Contract related,N,N,,,
ID0895,Dan,16-01-2021,14:49:55,Streaming,Y,N,76,0:06:40,3
ID0896,Martha,16-01-2021,14:49:55,Streaming,Y,N,97,0:01:36,4
ID0897,Stewart,16-01-2021,15:24:29,Technical Support,N,N,,,
ID0898,Stewart,16-01-2021,15:24:29,Contract related,Y,Y,22,0:02:57,3
ID0899,Becky,16-01-2021,15:30:14,Streaming,Y,N,55,0:00:52,3
ID0900,Joe,16-01-2021,15:30:14,Payment related,Y,N,64,0:01:08,4
ID0901,Greg,16-01-2021,15:47:31,Streaming,Y,Y,87,0:01:13,3
ID0902,Stewart,16-01-2021,15:47:31,Technical Support,N,N,,,
ID0903,Martha,16-01-2021,15:53:17,Streaming,Y,Y,79,0:04:00,4
ID0904,Becky,16-01-2021,15:53:17,Contract related,Y,Y,33,0:05:02,4
ID0905,Joe,16-01-2021,16:35:02,Technical Support,Y,Y,114,0:05:22,4
ID0906,Stewart,16-01-2021,16:35:02,Technical Support,Y,Y,112,0:00:54,5
ID0907,Becky,16-01-2021,16:36:29,Technical Support,Y,Y,61,0:06:14,3
ID0908,Jim,16-01-2021,16:36:29,Technical Support,N,N,,,
ID0909,Jim,16-01-2021,16:52:19,Payment related,Y,N,58,0:04:31,2
ID0910,Becky,16-01-2021,16:52:19,Streaming,Y,Y,13,0:02:05,3
ID0911,Stewart,16-01-2021,17:42:43,Contract related,Y,Y,36,0:03:58,4
ID0912,Greg,16-01-2021,17:42:43,Contract related,Y,Y,48,0:03:38,3
ID0913,Stewart,16-01-2021,17:57:07,Payment related,Y,Y,99,0:00:33,5
ID0914,Joe,16-01-2021,17:57:07,Technical Support,Y,Y,78,0:01:47,3
ID0915,Greg,16-01-2021,17:58:34,Streaming,Y,Y,82,0:02:52,4
ID0916,Becky,16-01-2021,17:58:34,Admin Support,N,N,,,
ID0917,Stewart,16-01-2021,18:00:00,Streaming,Y,Y,19,0:01:43,5
ID0918,Becky,16-01-2021,18:00:00,Streaming,Y,Y,34,0:06:45,4
ID0919,Becky,17-01-2021,9:51:50,Technical Support,Y,Y,89,0:03:11,3
ID0920,Martha,17-01-2021,9:51:50,Contract related,Y,Y,116,0:06:18,4
ID0921,Martha,17-01-2021,10:32:10,Streaming,Y,Y,88,0:04:03,4
ID0922,Stewart,17-01-2021,10:32:10,Streaming,Y,Y,15,0:03:04,3
ID0923,Martha,17-01-2021,11:42:43,Contract related,Y,Y,59,0:02:17,5
ID0924,Greg,17-01-2021,11:42:43,Contract related,N,N,,,
ID0925,Martha,17-01-2021,11:42:43,Contract related,Y,Y,125,0:03:09,2
ID0926,Greg,17-01-2021,11:42:43,Streaming,Y,Y,88,0:04:06,4
ID0927,Jim,17-01-2021,11:45:36,Streaming,Y,Y,20,0:04:39,5
ID0928,Stewart,17-01-2021,11:45:36,Contract related,Y,Y,64,0:05:46,3
ID0929,Jim,17-01-2021,12:38:53,Streaming,N,N,,,
ID0930,Stewart,17-01-2021,12:38:53,Admin Support,Y,Y,111,0:02:19,5
ID0931,Joe,17-01-2021,12:44:38,Admin Support,N,N,,,
ID0932,Jim,17-01-2021,12:44:38,Technical Support,N,N,,,
ID0933,Joe,17-01-2021,13:29:17,Technical Support,Y,Y,40,0:03:01,4
ID0934,Martha,17-01-2021,13:29:17,Technical Support,Y,Y,35,0:03:07,2
ID0935,Martha,17-01-2021,13:30:43,Contract related,Y,Y,106,0:02:47,5
ID0936,Diane,17-01-2021,13:30:43,Payment related,Y,Y,97,0:02:39,2
ID0937,Diane,17-01-2021,13:36:29,Contract related,Y,Y,67,0:01:51,3
ID0938,Stewart,17-01-2021,13:36:29,Contract related,Y,Y,98,0:01:16,5
ID0939,Joe,17-01-2021,13:53:46,Contract related,Y,Y,120,0:02:20,4
ID0940,Becky,17-01-2021,13:53:46,Technical Support,Y,Y,91,0:00:45,5
ID0941,Martha,17-01-2021,14:00:58,Payment related,Y,Y,22,0:04:53,5
ID0942,Diane,17-01-2021,14:00:58,Streaming,Y,N,113,0:02:45,2
ID0943,Diane,17-01-2021,14:18:14,Streaming,N,N,,,
ID0944,Jim,17-01-2021,14:18:14,Payment related,Y,Y,60,0:01:58,4
ID0945,Diane,17-01-2021,14:28:19,Payment related,Y,Y,97,0:02:35,5
ID0946,Becky,17-01-2021,14:28:19,Streaming,Y,Y,118,0:00:52,4
ID0947,Dan,17-01-2021,14:31:12,Technical Support,Y,Y,19,0:01:21,5
ID0948,Stewart,17-01-2021,14:31:12,Contract related,N,N,,,
ID0949,Greg,17-01-2021,15:00:00,Streaming,N,N,,,
ID0950,Dan,17-01-2021,15:00:00,Streaming,Y,Y,124,0:06:18,4
ID0951,Dan,17-01-2021,15:01:26,Payment related,Y,Y,53,0:05:11,2
ID0952,Diane,17-01-2021,15:01:26,Admin Support,Y,Y,61,0:00:38,5
ID0953,Joe,17-01-2021,15:21:36,Contract related,Y,Y,18,0:00:46,1
ID0954,Greg,17-01-2021,15:21:36,Admin Support,Y,Y,80,0:01:16,3
ID0955,Stewart,17-01-2021,16:22:05,Technical Support,Y,Y,47,0:04:08,4
ID0956,Stewart,17-01-2021,16:22:05,Payment related,Y,Y,101,0:05:20,2
ID0957,Joe,17-01-2021,16:24:58,Streaming,Y,Y,71,0:05:40,3
ID0958,Martha,17-01-2021,16:24:58,Technical Support,Y,Y,44,0:04:07,4
ID0959,Becky,17-01-2021,16:29:17,Payment related,Y,Y,14,0:03:00,4
ID0960,Martha,17-01-2021,16:29:17,Payment related,N,N,,,
ID0961,Jim,17-01-2021,17:06:43,Contract related,Y,Y,44,0:02:40,2
ID0962,Diane,17-01-2021,17:06:43,Admin Support,Y,Y,97,0:06:46,4
ID0963,Becky,17-01-2021,17:16:48,Streaming,N,N,,,
ID0964,Diane,17-01-2021,17:16:48,Admin Support,Y,N,91,0:04:09,3
ID0965,Dan,17-01-2021,17:21:07,Payment related,Y,Y,48,0:03:13,3
ID0966,Greg,17-01-2021,17:21:07,Contract related,Y,Y,45,0:01:39,3
ID0967,Becky,17-01-2021,17:54:14,Admin Support,Y,Y,60,0:02:00,5
ID0968,Jim,17-01-2021,17:54:14,Streaming,Y,Y,85,0:05:32,4
ID0969,Joe,18-01-2021,9:24:29,Admin Support,Y,Y,53,0:06:06,4
ID0970,Greg,18-01-2021,9:24:29,Contract related,Y,N,27,0:06:14,5
ID0971,Joe,18-01-2021,9:24:29,Admin Support,Y,Y,30,0:04:03,3
ID0972,Dan,18-01-2021,9:24:29,Contract related,N,N,,,
ID0973,Jim,18-01-2021,9:31:41,Admin Support,Y,Y,113,0:03:01,5
ID0974,Jim,18-01-2021,9:31:41,Technical Support,N,N,,,
ID0975,Diane,18-01-2021,9:36:00,Admin Support,N,N,,,
ID0976,Jim,18-01-2021,9:36:00,Streaming,Y,Y,80,0:06:57,4
ID0977,Stewart,18-01-2021,10:16:19,Contract related,Y,Y,45,0:07:00,5
ID0978,Joe,18-01-2021,10:16:19,Admin Support,Y,Y,95,0:02:16,1
ID0979,Martha,18-01-2021,11:28:19,Streaming,N,N,,,
ID0980,Dan,18-01-2021,11:28:19,Payment related,Y,Y,33,0:01:28,3
ID0981,Stewart,18-01-2021,11:47:02,Payment related,N,N,,,
ID0982,Jim,18-01-2021,11:47:02,Streaming,Y,Y,90,0:06:47,3
ID0983,Greg,18-01-2021,11:51:22,Payment related,Y,Y,90,0:02:14,3
ID0984,Jim,18-01-2021,11:51:22,Streaming,Y,N,57,0:04:10,1
ID0985,Becky,18-01-2021,11:55:41,Admin Support,Y,Y,123,0:05:50,2
ID0986,Diane,18-01-2021,11:55:41,Admin Support,Y,Y,39,0:06:51,4
ID0987,Greg,18-01-2021,11:57:07,Technical Support,Y,N,38,0:02:16,5
ID0988,Diane,18-01-2021,11:57:07,Streaming,Y,Y,26,0:01:35,1
ID0989,Diane,18-01-2021,11:58:34,Contract related,Y,Y,43,0:02:34,3
ID0990,Jim,18-01-2021,11:58:34,Streaming,Y,Y,89,0:05:53,3
ID0991,Jim,18-01-2021,12:00:00,Contract related,Y,Y,121,0:05:24,3
ID0992,Jim,18-01-2021,12:00:00,Payment related,Y,Y,114,0:03:10,4
ID0993,Stewart,18-01-2021,12:34:34,Contract related,N,N,,,
ID0994,Dan,18-01-2021,12:34:34,Technical Support,N,N,,,
ID0995,Becky,18-01-2021,12:37:26,Streaming,N,N,,,
ID0996,Becky,18-01-2021,12:37:26,Admin Support,Y,N,101,0:04:36,3
ID0997,Joe,18-01-2021,12:38:53,Payment related,Y,Y,87,0:05:19,4
ID0998,Greg,18-01-2021,12:38:53,Admin Support,Y,Y,22,0:06:02,5
ID0999,Stewart,18-01-2021,12:41:46,Streaming,Y,Y,19,0:03:57,2
ID1000,Becky,18-01-2021,12:41:46,Admin Support,Y,Y,31,0:02:30,4
ID1001,Martha,18-01-2021,12:48:58,Payment related,Y,Y,24,0:06:03,4
ID1002,Dan,18-01-2021,12:48:58,Payment related,Y,N,94,0:04:42,4
ID1003,Dan,18-01-2021,13:10:34,Streaming,Y,Y,79,0:00:47,4
ID1004,Jim,18-01-2021,13:10:34,Technical Support,N,N,,,
ID1005,Martha,18-01-2021,13:10:34,Admin Support,Y,Y,87,0:04:40,4
ID1006,Dan,18-01-2021,13:10:34,Contract related,Y,N,65,0:06:04,4
ID1007,Martha,18-01-2021,14:58:34,Contract related,Y,Y,36,0:04:23,3
ID1008,Joe,18-01-2021,14:58:34,Technical Support,N,N,,,
ID1009,Stewart,18-01-2021,15:18:43,Streaming,Y,Y,33,0:02:16,4
ID1010,Becky,18-01-2021,15:18:43,Contract related,N,N,,,
ID1011,Jim,18-01-2021,15:50:24,Admin Support,N,N,,,
ID1012,Greg,18-01-2021,15:50:24,Streaming,Y,Y,24,0:03:15,5
ID1013,Stewart,18-01-2021,16:12:00,Admin Support,Y,Y,32,0:03:40,5
ID1014,Joe,18-01-2021,16:12:00,Contract related,Y,N,24,0:03:46,4
ID1015,Stewart,18-01-2021,16:49:26,Technical Support,Y,Y,96,0:05:29,5
ID1016,Joe,18-01-2021,16:49:26,Technical Support,Y,Y,45,0:02:05,5
ID1017,Jim,18-01-2021,17:13:55,Admin Support,Y,Y,16,0:05:09,1
ID1018,Greg,18-01-2021,17:13:55,Technical Support,Y,Y,75,0:06:56,5
ID1019,Joe,18-01-2021,17:18:14,Contract related,Y,Y,71,0:00:37,3
ID1020,Stewart,18-01-2021,17:18:14,Technical Support,Y,Y,47,0:02:17,3
ID1021,Stewart,18-01-2021,17:18:14,Admin Support,Y,Y,54,0:04:48,3
ID1022,Becky,18-01-2021,17:18:14,Payment related,Y,Y,101,0:04:29,4
ID1023,Martha,18-01-2021,17:25:26,Streaming,Y,Y,46,0:02:07,3
ID1024,Becky,18-01-2021,17:25:26,Technical Support,Y,Y,45,0:06:55,3
ID1025,Martha,18-01-2021,17:26:53,Technical Support,Y,Y,45,0:05:25,4
ID1026,Jim,18-01-2021,17:26:53,Admin Support,Y,Y,30,0:04:58,5
ID1027,Greg,18-01-2021,17:42:43,Technical Support,Y,Y,105,0:04:54,4
ID1028,Jim,18-01-2021,17:42:43,Payment related,Y,Y,102,0:04:54,4
ID1029,Greg,18-01-2021,17:55:41,Payment related,Y,Y,46,0:05:01,3
ID1030,Stewart,18-01-2021,17:55:41,Admin Support,Y,Y,11,0:00:52,1
ID1031,Dan,19-01-2021,9:02:53,Payment related,Y,Y,125,0:06:03,3
ID1032,Stewart,19-01-2021,9:02:53,Admin Support,Y,Y,112,0:01:53,3
ID1033,Becky,19-01-2021,9:15:50,Technical Support,Y,Y,14,0:01:56,3
ID1034,Joe,19-01-2021,9:15:50,Contract related,Y,N,10,0:04:43,4
ID1035,Martha,19-01-2021,9:18:43,Contract related,Y,Y,60,0:00:32,3
ID1036,Diane,19-01-2021,9:18:43,Streaming,Y,Y,59,0:05:02,5
ID1037,Stewart,19-01-2021,9:36:00,Technical Support,Y,Y,87,0:03:43,5
ID1038,Martha,19-01-2021,9:36:00,Contract related,Y,Y,111,0:03:06,5
ID1039,Joe,19-01-2021,9:44:38,Contract related,N,N,,,
ID1040,Becky,19-01-2021,9:44:38,Payment related,Y,Y,10,0:03:11,2
ID1041,Joe,19-01-2021,10:13:26,Technical Support,N,N,,,
ID1042,Joe,19-01-2021,10:13:26,Streaming,N,N,,,
ID1043,Greg,19-01-2021,10:19:12,Payment related,Y,Y,116,0:05:48,5
ID1044,Diane,19-01-2021,10:19:12,Admin Support,Y,N,89,0:03:20,3
ID1045,Becky,19-01-2021,10:33:36,Contract related,N,N,,,
ID1046,Joe,19-01-2021,10:33:36,Contract related,Y,N,106,0:03:52,4
ID1047,Stewart,19-01-2021,10:52:19,Streaming,N,N,,,
ID1048,Martha,19-01-2021,10:52:19,Streaming,Y,Y,81,0:01:27,4
ID1049,Dan,19-01-2021,11:25:26,Contract related,N,N,,,
ID1050,Jim,19-01-2021,11:25:26,Admin Support,Y,Y,96,0:05:39,5
ID1051,Jim,19-01-2021,11:44:10,Payment related,Y,Y,64,0:06:06,5
ID1052,Jim,19-01-2021,11:44:10,Contract related,Y,N,79,0:06:49,1
ID1053,Jim,19-01-2021,11:55:41,Payment related,Y,Y,98,0:02:23,1
ID1054,Joe,19-01-2021,11:55:41,Admin Support,Y,Y,91,0:04:00,5
ID1055,Martha,19-01-2021,12:28:48,Streaming,N,N,,,
ID1056,Stewart,19-01-2021,12:28:48,Contract related,Y,Y,84,0:06:44,2
ID1057,Joe,19-01-2021,12:40:19,Technical Support,Y,Y,47,0:05:58,5
ID1058,Martha,19-01-2021,12:40:19,Payment related,Y,Y,42,0:02:06,5
ID1059,Dan,19-01-2021,12:59:02,Streaming,Y,N,45,0:03:44,4
ID1060,Dan,19-01-2021,12:59:02,Technical Support,N,N,,,
ID1061,Jim,19-01-2021,13:14:53,Payment related,Y,Y,19,0:01:36,5
ID1062,Greg,19-01-2021,13:14:53,Contract related,Y,Y,114,0:01:25,3
ID1063,Jim,19-01-2021,13:22:05,Admin Support,Y,Y,94,0:00:57,5
ID1064,Dan,19-01-2021,13:22:05,Payment related,N,N,,,
ID1065,Diane,19-01-2021,13:26:24,Streaming,Y,Y,99,0:02:16,5
ID1066,Diane,19-01-2021,13:26:24,Streaming,Y,Y,23,0:04:32,4
ID1067,Greg,19-01-2021,13:36:29,Technical Support,N,N,,,
ID1068,Dan,19-01-2021,13:36:29,Admin Support,Y,Y,80,0:04:52,5
ID1069,Stewart,19-01-2021,13:37:55,Payment related,Y,Y,18,0:05:19,3
ID1070,Diane,19-01-2021,13:37:55,Contract related,N,N,,,
ID1071,Martha,19-01-2021,13:45:07,Payment related,Y,Y,104,0:03:33,4
ID1072,Martha,19-01-2021,13:45:07,Payment related,Y,Y,116,0:05:45,3
ID1073,Stewart,19-01-2021,14:22:34,Streaming,Y,Y,44,0:06:09,5
ID1074,Joe,19-01-2021,14:22:34,Payment related,Y,Y,91,0:06:43,4
ID1075,Greg,19-01-2021,15:00:00,Contract related,N,N,,,
ID1076,Martha,19-01-2021,15:00:00,Technical Support,Y,Y,122,0:04:15,3
ID1077,Becky,19-01-2021,15:30:14,Streaming,Y,Y,103,0:02:49,3
ID1078,Becky,19-01-2021,15:30:14,Technical Support,Y,Y,18,0:02:01,5
ID1079,Jim,19-01-2021,15:34:34,Contract related,Y,Y,20,0:02:27,4
ID1080,Greg,19-01-2021,15:34:34,Payment related,Y,Y,93,0:01:41,2
ID1081,Becky,19-01-2021,15:54:43,Admin Support,N,N,,,
ID1082,Joe,19-01-2021,15:54:43,Technical Support,Y,Y,63,0:04:20,4
ID1083,Greg,19-01-2021,16:09:07,Contract related,Y,Y,90,0:06:32,4
ID1084,Dan,19-01-2021,16:09:07,Contract related,Y,Y,43,0:04:00,4
ID1085,Jim,19-01-2021,16:40:48,Contract related,Y,N,105,0:01:50,4
ID1086,Joe,19-01-2021,16:40:48,Contract related,Y,Y,59,0:05:10,5
ID1087,Joe,19-01-2021,16:56:38,Admin Support,Y,Y,115,0:06:47,4
ID1088,Dan,19-01-2021,16:56:38,Payment related,Y,Y,106,0:01:51,4
ID1089,Becky,19-01-2021,17:15:22,Streaming,Y,Y,35,0:00:59,3
ID1090,Diane,19-01-2021,17:15:22,Contract related,Y,Y,48,0:06:35,4
ID1091,Jim,19-01-2021,17:24:00,Contract related,N,N,,,
ID1092,Jim,19-01-2021,17:24:00,Technical Support,Y,Y,56,0:06:38,4
ID1093,Stewart,20-01-2021,9:05:46,Technical Support,N,N,,,
ID1094,Stewart,20-01-2021,9:05:46,Admin Support,Y,Y,99,0:04:39,4
ID1095,Joe,20-01-2021,9:46:05,Admin Support,Y,Y,71,0:02:41,3
ID1096,Stewart,20-01-2021,9:46:05,Payment related,Y,Y,54,0:04:24,4
ID1097,Greg,20-01-2021,9:46:05,Admin Support,N,N,,,
ID1098,Dan,20-01-2021,9:46:05,Payment related,N,N,,,
ID1099,Jim,20-01-2021,9:46:05,Streaming,Y,Y,54,0:01:26,4
ID1100,Joe,20-01-2021,9:46:05,Technical Support,Y,Y,62,0:01:49,2
ID1101,Stewart,20-01-2021,10:22:05,Payment related,Y,Y,24,0:04:08,4
ID1102,Jim,20-01-2021,10:22:05,Admin Support,Y,Y,94,0:04:10,5
ID1103,Becky,20-01-2021,11:24:00,Payment related,Y,Y,43,0:00:56,3
ID1104,Martha,20-01-2021,11:24:00,Streaming,N,N,,,
ID1105,Joe,20-01-2021,12:00:00,Streaming,Y,Y,58,0:04:14,5
ID1106,Greg,20-01-2021,12:00:00,Payment related,Y,Y,15,0:06:35,1
ID1107,Becky,20-01-2021,12:07:12,Contract related,Y,Y,102,0:01:16,1
ID1108,Greg,20-01-2021,12:07:12,Contract related,Y,Y,40,0:05:22,2
ID1109,Diane,20-01-2021,12:27:22,Technical Support,Y,Y,63,0:04:50,2
ID1110,Martha,20-01-2021,12:27:22,Streaming,Y,Y,77,0:06:22,4
ID1111,Martha,20-01-2021,12:59:02,Technical Support,Y,Y,93,0:05:30,4
ID1112,Becky,20-01-2021,12:59:02,Streaming,Y,Y,101,0:03:22,5
ID1113,Stewart,20-01-2021,13:00:29,Payment related,Y,Y,34,0:00:34,5
ID1114,Stewart,20-01-2021,13:00:29,Payment related,Y,Y,64,0:01:34,5
ID1115,Greg,20-01-2021,13:26:24,Technical Support,Y,N,25,0:06:32,3
ID1116,Jim,20-01-2021,13:26:24,Admin Support,Y,Y,122,0:02:13,4
ID1117,Stewart,20-01-2021,13:26:24,Streaming,Y,Y,36,0:01:01,4
ID1118,Stewart,20-01-2021,13:26:24,Contract related,Y,Y,37,0:01:34,3
ID1119,Joe,20-01-2021,13:59:31,Streaming,Y,Y,112,0:06:46,3
ID1120,Diane,20-01-2021,13:59:31,Payment related,N,N,,,
ID1121,Jim,20-01-2021,14:03:50,Admin Support,Y,Y,57,0:04:53,3
ID1122,Jim,20-01-2021,14:03:50,Admin Support,Y,Y,14,0:02:28,3
ID1123,Becky,20-01-2021,16:00:29,Admin Support,Y,Y,72,0:04:11,2
